feature_name	TCGA-66-2787	TCGA-66-2755	TCGA-34-2596	TCGA-22-1002	TCGA-63-5131	TCGA-22-1005	TCGA-34-5241	TCGA-22-4607	TCGA-34-5240	TCGA-60-2723	TCGA-66-2734	TCGA-21-1079	TCGA-60-2698	TCGA-37-4133	TCGA-43-3394	TCGA-18-3417	TCGA-37-4130	TCGA-21-1080	TCGA-22-4604	TCGA-46-3765
HTR7	1.9095	2.6713	0.3907	0.2332	0.889	0.0658	2.2255	0.7178	0.0994	0.478	1.6381	3.2001	0.9396	0.174	0.9713	0.9	0.214	0.4821	0.4772	1.7019
HTR7P	2.2344	0.8184	0.9615	1.1518	0.9615	0.5328	1.2128	0.7857	1.1577	1.0522	0.9515	0.7353	1.1106	1.2169	1.1701	1.0622	0.5457	1.8114	1.0877	1.0703
HTRA1	1.2355	0.4391	0.8524	2.2292	0.1479	1.4387	2.0601	0.8989	1.5574	0.4913	0.6949	3.5611	0.4877	0.3594	0.5473	3.0833	0.1947	0.1924	2.2529	0.4286
HTRA2	1.0602	0.4881	1.149	0.2729	0.8534	0.4371	0.9282	0.4332	0.7327	0.4711	0.4093	1.613	0.3469	1.2246	0.4849	1.0384	1.313	1.1755	0.5261	1.0072
HTRA3	2.3011	2.4443	1.528	1.5582	1.6689	2.4672	2.2318	2.3713	1.9561	2.7498	2.3255	2.9344	1.2263	1.6677	1.4072	3.1649	0.4397	1.6671	2.1456	1.5337
HTRA4	3.6586	3.8823	2.0824	3.0044	2.6616	3.5129	0.259	2.1145	2.717	3.1006	4.2309	0.8387	4.2193	1.782	3.4178	1.7543	2.7855	3.3515	3.4961	3.1756
HUNK	0.4742	0.7322	0.858	0.5425	0.4199	0.5991	0.7163	0.602	0.6377	1.318	1.1274	0.6016	0.6831	0.6362	0.2222	0.9816	1.0165	0.6378	0.5785	1.1734
HUS1	0.9024	1.2221	1.0825	0.8614	1.283	0.8129	0.8232	2.0824	2.2588	2.894	2.314	1.5863	1.9091	0.6539	1.4847	2.3713	0.9499	1.1869	1.3038	1.9883
HUS1B	1.5103	1.3456	1.7797	0.4874	1.2293	0.2236	1.3252	1.8404	1.0984	2.3901	0.28	0.6924	0.8949	2.02	1.0504	1.3117	1.0067	2.677	1.5024	2.5776
HUWE1	1.5833	0.8253	1.0032	1.5868	0.8211	0.9974	0.0791	0.2434	0.2169	0.6967	0.631	0.445	0.3715	0.1276	0.3868	0.1319	0.138	0.4586	0.7943	0.4371
HVCN1	2.5413	3.2612	2.9208	2.4352	2.894	3.1797	1.7978	2.6584	2.3	2.7144	2.571	2.3123	2.9032	1.7883	2.5442	1.4626	2.6664	1.9777	2.6827	2.6053
HYAL1	0.0764	0.0593	0.0122	0.471	0.259	0.2039	0.3774	0.0355	0.659	0.0493	0.0602	0.235	0.212	0.0655	0.1182	0.1132	0.3852	0.0534	0.1075	0.0545
HYAL2	1.3587	1.1692	0.5335	2.305	1.563	1.5513	1.7563	0.9276	1.254	1.1161	1.1856	1.3723	1.0297	1.3209	0.8127	1.2124	1.9103	0.6006	0.5455	1.3626
HYAL3	0.1348	1.2015	1.2317	0.1403	0.1889	0.4282	0.7523	0.9472	0.7385	0.8035	0.1559	0.1719	1.3117	1.0543	0.4288	0.5762	1.031	0.3379	0.7574	0.356
HYAL4	0.9107	1.0158	0.7452	0.5956	1.353	0.7724	1.9986	1.9745	0.6457	1.9668	2.0208	0.4634	0.9047	0.4795	1.1205	1.9838	0.9704	1.8745	1.5215	0.3299
HYDIN	0.7822	0.7546	1.2665	1.0361	0.8922	1.9982	0.3469	1.0445	1.2053	1.0411	1.1627	0.6191	1.1185	1.4884	1.1867	0.6684	0.6017	0.6632	0.9903	0.9792
HYI	0.9643	0.5244	0.1037	1.2124	0.3997	1.2627	1.7737	1.8975	1.1021	0.4485	0.4853	1.24	0.5564	1.0962	0.3847	2.1543	1.8443	0.2173	0.3376	0.469
HYLS1	0.2937	1.4351	0.4424	0.1024	0.2571	0.0721	0.1022	0.4112	0.311	0.2264	0.3747	0.5655	0.2194	0.5085	0.6566	0.0201	0.024	0.3169	0.2203	0.2218
HYMAI	0.9451	0.9385	0.5927	0.4536	0.247	1.2261	3.5167	0.5533	1.041	1.5888	0.3306	0.3334	0.7555	2.0739	0.7415	1.905	1.6662	1.193	0.1277	0.9278
HYOU1	0.4105	0.8874	0.1439	0.2128	0.748	0.7863	0.6875	0.1805	0.4404	0.3281	0.6684	1.3431	0.1837	0.254	0.2576	0.786	0.3136	1.108	0.21	0.3746
HYPE	1.3124	0.3248	0.4382	1.2051	0.4274	2.9249	0.0369	0.4845	0.1519	0.2446	0.3043	0.2974	0.1969	0.2179	0.1997	0.0571	0.2053	0.1361	0.978	0.43
HYPK	1.7386	1.3149	1.2493	1.3981	0.7401	0.9945	0.5451	1.2876	2.2412	0.4506	1.5868	1.0041	0.4632	1.4984	1.1821	1.162	1.1629	1.0563	0.8565	1.6731
IAH1	1.6704	2.1495	1.6021	1.1212	1.0224	1.1974	3.0796	2.4507	2.5985	1.3069	1.0986	1.4375	2.0208	3.3841	2.434	3.5396	2.1418	1.3902	1.724	1.2246
IAPP	2.7238	2.0947	1.1152	0.6177	1.4709	1.2479	1.1391	1.3086	0.9082	2.3858	1.0721	0.6352	1.9616	1.4874	1.6015	1.1202	2.656	1.2872	1.1976	2.0247
IARS	0.2962	0.4015	0.2271	0.0826	0.1362	0.0429	0.0417	0.0862	0.0478	0.1469	0.0493	0.0472	0.0887	0.1901	0.1152	0.0862	0.0444	0.1004	0.1256	0.1592
IARS2	0.5309	0.5907	0.5208	0.186	0.6751	0.0768	0.2493	0.4276	0.2237	0.4277	0.2267	0.0968	0.2151	0.3499	0.2668	0.4619	0.2047	0.401	0.3961	0.5319
IBSP	2.1389	2.5399	1.851	1.7405	1.5376	1.143	0.438	1.0565	2.7648	1.5187	0.8349	2.9135	1.3767	1.5062	2.3382	1.5929	1.3101	1.041	2.1714	0.5345
IBTK	0.3797	0.3547	0.1287	0.6052	0.1607	0.6034	0.1012	0.1316	0.0648	0.2521	0.1151	0.1795	0.4234	0.1342	0.2752	0.0652	0.53	0.5653	0.5664	0.219
ICA1	0.2966	0.3127	1.1602	1.3201	1.1203	1.4785	0.3587	2.357	1.5579	0.3487	0.0517	0.0258	1.3743	0.9938	1.3992	0.7591	2.2126	0.1392	0.2579	1.0211
ICA1L	1.724	0.1824	1.756	0.2516	1.3884	0.7537	1.1416	0.4421	1.5935	0.6383	0.1621	0.3111	0.4439	0.5403	0.4812	0.1973	0.5432	0.8515	0.5711	0.1647
ICAM1	0.1992	3.6586	0.1973	2.456	1.7221	2.1098	1.5836	2.4698	0.4289	1.8032	2.2318	1.2244	1.7618	0.1874	0.2441	2.7195	0.2707	0.4859	0.9968	0.4688
ICAM2	0.5828	2.0294	0.3009	1.7971	1.2353	2.6893	1.0575	2.1587	0.3846	0.4461	0.1676	0.4519	0.7346	0.6913	0.2723	0.8544	2.0887	0.1202	0.8833	0.4883
ICAM3	0.3497	1.8077	0.3101	0.4993	0.0478	2.555	0.5933	2.8859	1.4675	0.3953	0.4239	0.1508	0.381	0.5009	0.0967	0.6318	2.0829	0.3056	0.3593	0.773
ICAM4	0.0521	0.75	0.0258	0.133	0.1895	0.5456	0.7572	3.8164	0.5911	0.078	0.1021	0.0387	0.04	0.0678	0.1647	0.4106	0.1102	0.0482	0.0508	0.0924
ICAM5	0.0365	1.3958	0.0229	0.1185	0.045	0.0544	0.0915	0.0825	0.0711	0.0331	0.0628	0.0869	0.0962	0.1028	0.0513	0.0682	0.1127	0.0565	0.0438	0.0596
ICEBERG	2.9073	0.1692	3.0796	0.0463	0.1078	0.0454	0.4671	0.1299	2.537	2.9998	1.1672	1.0888	0.2085	0.0912	5.5682	0.279	0.7381	0.1157	3.7764	2.8533
ICK	3.2366	1.3243	1.2036	1.9818	2.8809	0.8713	0.1408	1.1072	1.4151	1.4199	2.0418	0.6807	1.2351	1.143	2.3347	0.7511	0.5665	2.0217	1.6836	1.5762
ICMT	0.2525	1.0186	0.4509	0.5608	0.9858	0.686	0.8569	1.509	0.949	1.7816	1.5215	1.6579	0.6323	0.4285	0.5059	1.3787	0.1603	1.5665	0.5688	0.4985
ICOS	3.3499	3.6118	2.6984	1.6936	0.8996	2.871	2.691	2.1744	1.2629	2.4257	2.53	2.2508	3.2168	2.3582	2.0154	2.9809	4.1458	2.0221	2.887	3.0192
ICOSLG	0.3502	2.2065	0.3481	0.4303	0.6211	0.6278	0.3301	0.5082	0.487	0.456	0.3979	0.3976	0.3803	0.4371	0.4663	0.6626	0.6689	0.3584	0.7666	0.2357
ICT1	1.1642	0.9232	1.1946	0.6612	1.4342	1.1043	1.3816	2.3944	2.395	1.9287	1.1077	0.9123	1.5868	2.5528	1.1318	2.3056	1.5568	2.0328	1.0451	1.4479
ID1	0.1502	0.0882	0.2812	0.2671	0.0468	0.2747	0.4335	0.8039	0.059	0.1679	1.674	2.2481	1.3812	1.5836	0.1881	0.1669	0.0389	0.1661	0.2999	0.1465
ID2	1.5161	0.9629	0.8207	1.2691	0.0902	1.5228	0.4428	0.8051	0.2943	0.489	0.3647	0.0816	0.5358	0.8505	0.4759	1.091	3.5205	0.0747	1.6936	0.1568
ID3	0.2983	0.6072	1.3872	0.5149	0.1354	0.6481	0.937	1.3598	0.7627	2.0584	0.8855	0.9442	0.4922	0.2218	0.2682	2.6245	0.4175	0.3416	0.5255	0.3682
ID4	2.1006	3.4008	1.9294	2.9323	1.1978	0.9677	2.2412	2.7437	2.4012	1.6512	2.1843	1.304	1.809	0.3429	0.9086	1.9016	2.0527	1.1269	2.4156	1.0397
IDE	1.093	1.294	0.4313	0.4022	0.9938	0.2058	0.7497	0.7212	0.4403	1.2629	0.7196	0.483	1.9545	0.7182	0.8509	0.2879	0.2739	0.1804	1.0525	0.5667
IDH1	0.9695	0.9075	1.9356	0.3354	1.0483	0.453	0.9941	0.5727	1.3328	1.365	0.7654	0.3523	1.1004	1.1586	0.669	0.7549	1.5885	0.2706	0.281	1.2842
IDH2	0.5529	1.8586	0.417	0.8404	0.6497	1.2525	0.8694	1.119	0.9829	0.5363	1.0294	0.7175	0.4542	0.3124	0.4408	0.867	0.7799	0.2039	0.3685	0.7873
IDH3A	1.6012	0.4744	1.2619	0.3572	0.2088	0.1925	0.7982	0.5336	1.2929	0.8534	1.6985	0.7193	1.1745	0.6513	1.1509	0.7638	0.0822	0.2165	1.1318	1.1956
IDH3B	0.324	0.2195	0.4243	0.3699	0.3524	0.1898	0.4323	0.1577	0.6505	0.3773	0.2917	0.0928	0.3285	0.1616	0.1128	1.5951	0.3409	0.7031	1.7479	0.2492
IDH3G	0.3522	0.3743	0.3463	0.6614	0.5709	0.958	0.5239	0.5403	0.3881	0.5582	0.7802	0.6413	0.3429	0.935	0.2736	0.7301	0.4763	0.7599	0.2344	0.3244
IDI1	0.0921	0.1711	0.0556	0.0319	0.1919	0.021	1.3821	0.3654	0.6171	0.2637	0.2143	0.143	0.2293	1.3159	0.7084	0.4183	0.4863	0.0472	0.2096	0.8284
IDI2	0.2073	0.4972	0.4124	0.6293	0.3022	0.5025	0.4925	0.271	0.5029	0.3668	0.4995	0.5472	0.7706	0.5138	0.5615	1.5405	0.9324	0.7613	1.2629	0.9188
IDS	1.246	0.8164	1.5405	0.6067	1.5716	1.2675	2.5666	1.0491	1.9225	2.3629	1.7105	1.2525	1.2966	1.8425	1.8435	2.6253	0.5569	0.2177	1.6312	1.5012
IDUA	0.434	0.6278	1.4475	1.4687	0.4824	2.893	0.182	0.3481	0.4698	0.2251	0.5237	1.4854	1.4059	0.5816	0.5074	1.2388	0.2315	0.5746	0.702	0.3566
IER2	0.23	0.1565	0.308	1.4916	0.2316	0.4475	0.1007	1.1516	0.259	0.1487	0.5769	2.2281	0.4774	0.3394	0.1295	0.2579	0.1103	0.4979	0.4678	0.4387
IER3	0.0428	2.4137	0.1131	1.2552	2.3877	0.9263	2.0166	1.9035	0.1176	1.1267	2.4187	3.0772	1.2584	0.9811	0.3854	1.5751	0.0585	0.1934	2.5244	0.4034
IER3IP1	1.3026	0.6213	2.1015	1.0438	0.7915	0.633	1.0991	1.9329	1.9126	0.6641	0.6752	0.7785	0.3759	0.7003	1.1531	0.5302	0.3053	0.9419	2.2626	1.4394
IER5	0.9577	1.6638	0.5333	0.7599	0.7226	2.2157	0.8522	1.479	0.4373	1.0979	2.0677	3.1974	0.7249	2.7178	0.7559	1.1961	1.905	2.5651	0.6111	1.0739
IER5L	0.0839	0.0764	0.0816	0.1239	0.0951	1.0442	0.2226	0.3144	0.0716	0.2551	0.55	1.2813	0.6517	3.0845	0.1207	0.4125	0.6718	0.2944	0.1235	0.2625
IFI16	1.9221	2.0015	1.8211	2.4718	2.5578	1.6152	1.9088	1.5345	0.7226	2.1262	2.2131	2.1968	2.6114	2.3044	1.9133	0.8564	0.4006	3.4298	2.0802	1.7602
IFI27	3.3169	3.9856	4.01	4.3986	3.5671	4.5198	5.0872	5.7272	4.2503	4.0008	3.9977	5.3688	4.8604	3.3661	2.7178	4.1109	4.2783	5.2233	4.2622	3.9856
IFI30	2.8057	3.0808	2.2044	2.3889	2.4645	3.3015	2.9764	2.717	2.1563	2.8504	2.7524	1.5882	2.9482	2.6811	1.0395	2.4579	3.1491	2.392	2.9931	1.9314
IFI35	1.1038	1.1375	0.8977	0.8832	1.5308	1.5686	1.7717	0.5658	1.6951	1.0002	0.3121	1.7056	1.9333	1.7418	0.615	0.659	1.8166	0.2152	0.7059	1.1353
IFI44	0.2571	2.2637	0.6846	2.748	1.8053	2.0686	2.9909	2.4018	1.413	0.6983	1.3051	2.7402	2.208	0.4011	0.374	0.4761	1.5473	2.28	0.7189	2.0388
IFI44L	2.2604	3.9947	3.5092	3.6456	2.6934	3.6181	4.1213	4.1387	3.5974	3.6244	3.2745	3.7193	5.2879	1.964	2.6315	0.7124	2.8321	2.6976	3.2409	3.6964
IFI6	0.6847	2.3701	2.5485	2.3399	2.6091	2.1709	3.5205	2.4481	3.1182	1.9171	1.4778	3.1439	3.5281	1.9573	0.8859	1.3147	1.4852	2.9731	1.0047	2.7035
IFIH1	2.4825	3.6181	1.5659	2.8085	1.9395	2.4645	2.2418	1.8716	2.3295	2.4798	2.2444	2.7965	2.7819	0.7645	1.8607	0.1082	1.2517	3.3644	2.2983	3.4212
IFIT1	0.3731	2.7666	2.2193	2.5932	1.6389	1.4001	3.9184	3.4025	3.0203	0.8171	1.8166	3.9384	3.3858	0.8741	1.0238	0.2842	1.2284	2.6145	2.0259	3.1144
IFIT1L	0.5864	0.5951	0.5312	0.464	0.7718	0.5739	0.9134	0.8404	1.3411	0.5578	0.7544	0.6444	1.0633	0.9201	0.335	0.9604	0.9056	0.5367	0.9748	0.4518
IFIT2	2.6284	3.6608	2.5314	3.5592	3.1131	2.8207	3.1783	3.2438	1.9565	2.2266	3.1663	2.6433	3.2395	2.0448	1.2552	0.3584	2.0531	3.4562	3.297	3.2597
IFIT3	2.3423	3.4456	2.6512	2.9197	3.2597	2.8311	4.0225	3.5892	3.1703	3.0931	2.4652	3.7427	3.3726	2.0268	1.0211	1.6942	2.3901	2.9965	3.0543	2.8494
IFIT5	1.8372	2.5666	1.9753	2.3266	2.166	1.9974	3.0203	2.9886	2.1243	2.7702	1.7115	2.7119	2.4295	2.4892	1.6626	1.9145	1.3848	2.4812	2.7195	2.1262
IFITM1	0.9637	2.9514	1.8833	2.4981	2.0509	2.4639	2.0637	1.1959	0.3154	1.8669	1.8589	2.3749	2.3665	1.9709	1.1959	1.9091	1.2242	1.6809	1.8132	2.3249
IFITM2	0.75	2.5615	0.2826	2.9493	1.1396	2.3701	1.8104	1.1388	0.4425	1.4075	1.7234	2.454	2.3005	1.9501	1.1728	2.2323	2.3347	1.0623	1.2098	1.9423
IFITM3	1.1057	2.4385	0.5724	2.0897	1.6906	1.8661	1.4432	1.2034	0.8807	1.4088	1.4515	2.0475	1.6482	1.6872	1.0066	3.046	2.9176	1.4013	1.5523	2.1385
IFITM5	2.3528	1.9244	2.6762	1.4022	2.0663	4.0383	2.0074	2.296	1.8344	2.568	1.7443	4.227	1.9069	3.6674	2.4346	1.9525	4.0773	4.2004	1.833	2.2647
IFLTD1	0.5393	1.1737	1.0702	0.7306	1.9229	0.9828	3.303	0.8452	2.4625	0.7619	1.0145	0.4316	1.371	0.6523	0.9936	0.3741	0.5154	0.7802	0.0136	1.4218
IFNA1	0.8904	0.5007	0.8461	0.9563	1.0319	1.8475	0.8908	1.2303	0.6451	0.7844	1.188	0.8378	0.7929	1.0326	0.8565	1.8993	0.9576	0.9004	1.6731	0.9995
IFNA10	0.0766	1.2012	1.1288	0.6007	3.6919	0.59	0.0382	1.466	NaN	0.6478	1.1943	0.5081	0.48	1.5507	NaN	0.9711	1.5542	0.5591	0.021	0.9035
IFNA14	1.7694	1.3007	0.6762	1.2597	1.8596	1.1781	2.7077	1.0939	1.9198	0.9387	0.8509	1.0531	0.6112	0.4318	1.9145	2.137	1.1035	1.2392	0.0872	1.5907
IFNA16	0.6971	0.6048	0.6878	0.7525	0.4719	0.6098	0.4441	1.0486	1.1247	1.1821	0.6786	0.879	0.6072	1.3191	0.6356	0.9582	0.2612	0.5772	0.6449	0.4655
IFNA17	0.9282	2.2167	0.7868	0.7113	1.1423	1.2968	2.3067	0.9757	2.9439	1.674	2.3522	0.9214	0.8498	1.0494	0.9539	1.9442	0.6271	1.6015	0.6926	1.4072
IFNA2	1.5256	1.2578	0.7678	0.9907	0.7443	0.4723	1.3294	0.9305	1.258	0.8206	0.3644	0.8987	1.0348	0.9506	1.2623	0.7774	0.9172	0.9184	0.3067	0.8942
IFNA21	0.64	0.816	0.7193	0.4712	0.7075	0.7804	0.6903	0.5322	0.5621	0.7977	0.5451	0.7363	0.9618	0.7777	0.958	0.9225	1.3779	0.6776	0.8073	0.5545
IFNA5	0.3464	0.9068	0.7455	0.5363	0.6488	0.3636	0.3424	0.6085	1.2023	0.5236	0.5534	0.9142	0.4772	0.9197	0.898	0.4612	1.1557	0.6181	0.6333	0.2407
IFNA6	0.8179	0.5181	0.3729	0.4699	0.2915	0.3218	0.806	0.8888	0.036	0.5051	1.6147	0.3411	0.4729	1.2442	1.2206	0.6621	2.0788	0.4382	1.0762	0.4323
IFNA7	0.356	0.1947	0.8515	1.1803	2.5022	0.6471	1.7205	0.4888	3.0021	0.5901	1.5803	1.3644	0.7172	1.5866	1.3974	1.8375	1.1941	1.0656	2.1447	0.6767
IFNA8	1.1685	1.3407	1.5505	0.1741	0.4771	0.5408	1.5932	0.8178	0.871	1.591	1.1349	0.4102	2.1182	0.4479	0.6665	0.8085	0.6146	1.0674	1.6503	1.371
IFNAR1	0.3657	1.4167	1.2386	0.4157	0.5737	1.479	1.5582	1.5786	1.5624	0.9149	1.0852	1.1447	0.9285	0.8103	0.3679	0.8545	0.4522	0.7242	0.241	1.2921
IFNAR2	0.5864	1.3034	0.406	0.7737	0.3512	2.66	0.437	2.4606	0.1042	0.3997	1.2162	0.5103	0.6218	1.1823	0.9353	0.5551	1.3347	0.6929	0.5752	0.5759
IFNB1	0.6498	1.1547	0.3944	0.5285	0.9236	1.2134	0.8277	0.632	1.0069	0.6032	0.2437	0.8993	0.9042	0.7967	0.1837	0.1256	1.0689	0.6013	0.7597	0.6767
IFNE1	0.1263	0.3152	0.1926	3.1006	0.053	0.7349	0.3961	0.6345	0.3418	0.1174	2.7043	2.5783	1.4075	1.0151	0.0593	0.7068	0.7655	0.2529	0.1648	0.0734
IFNG	5.381	4.4264	2.616	1.6752	2.1714	4.3941	3.3661	1.8125	1.3794	4.7063	2.791	2.3895	3.7618	2.3266	1.3281	3.1413	5.299	4.2946	4.4358	3.7286
IFNGR1	2.2439	3.3677	2.0268	3.1703	2.9666	2.6268	3.342	2.4263	1.7697	3.3775	3.4526	3.8164	3.1797	2.7855	2.4592	3.0555	3.7427	3.5933	2.5097	2.542
IFNGR2	1.1382	2.7001	1.2603	1.5205	1.4342	1.7853	2.1768	2.0392	2.121	1.2278	2.3376	2.0883	1.8005	2.7819	1.9672	2.1432	2.3792	1.0601	1.4976	1.3783
IFNK	0.5164	1.2592	0.7972	0.9885	0.5741	1.3988	2.4913	0.376	2.0466	0.5663	0.2835	5.4972	0.7964	0.9557	1.1629	NaN	1.1053	1.2086	1.7514	2.3755
IFNW1	1.3264	0.8356	0.9892	0.6274	0.1127	0.4415	1.2767	1.2249	1.2675	1.008	1.2493	0.66	1.686	1.6001	0.4775	3.1797	3.1207	1.0918	0.5618	2.3056
IFRD1	0.3007	0.3742	0.2077	0.0953	0.039	0.1205	0.3249	0.176	0.2452	2.1219	0.1607	0.1747	0.3349	0.5632	0.4145	0.5056	0.2103	0.151	0.2987	0.3343
IFRD2	0.2364	1.3121	0.1496	0.4673	0.1395	0.2664	0.529	0.4154	0.2662	0.2405	0.2108	0.1504	0.3178	0.4344	0.2713	0.2433	0.579	0.2036	0.153	0.2576
IFRG15	2.1266	1.1754	0.4099	1.0679	1.8742	0.7106	0.4376	1.0507	0.257	1.7309	0.7042	0.8208	0.1807	0.9858	0.9997	1.0718	0.7493	0.645	0.6474	1.6884
IFT122	0.468	0.764	0.5836	0.9765	0.1103	0.7108	0.2709	0.1561	0.3666	0.3053	0.7599	0.1366	0.1973	0.3381	0.1147	0.3983	0.2755	0.596	0.2053	0.3086
IFT140	0.0896	0.2805	0.2487	0.259	0.1843	1.3277	0.0531	0.0845	0.1377	0.1207	0.1593	1.0152	0.364	0.1919	0.3579	0.1984	0.104	0.2758	0.1028	0.1752
IFT172	0.2838	0.3956	0.3108	0.9263	1.7534	1.6653	0.8207	2.8562	1.6746	0.3497	1.2068	0.1525	1.6806	2.6624	0.2311	0.6574	0.5238	0.1271	0.1528	0.1939
IFT20	1.2419	1.8625	1.709	1.2931	2.0897	1.7466	2.3061	0.8967	2.992	1.6416	1.0208	1.5814	2.4507	3.3	2.4365	2.8217	3.0261	2.3785	0.9339	2.1734
IFT52	0.5322	0.3488	0.3877	0.2192	0.4016	0.0442	1.7747	0.9068	0.6971	0.3508	1.1465	0.5935	0.5567	0.317	0.6865	1.5926	2.2024	0.193	0.1095	0.5861
IFT57	1.704	1.7958	2.107	2.6656	1.6725	2.0851	2.6745	0.9194	1.3012	1.7376	1.5067	0.9515	2.1399	1.6767	1.6951	1.2773	0.628	2.2255	1.0293	1.8176
IFT74	0.0294	0.3252	0.1635	0.396	0.3761	0.4855	0.295	0.0975	0.6026	0.2637	0.2328	0.4479	0.4491	0.667	0.4582	0.5535	0.0213	0.4316	0.0371	0.13
IFT80	0.8298	0.9372	0.7593	1.1356	0.3031	0.4978	0.6675	0.3958	0.9029	0.8131	0.7627	0.7396	2.0388	1.3495	1.9302	0.8511	1.171	0.3247	1.083	1.288
IFT81	0.3051	0.6246	0.2877	0.2687	0.1105	0.715	0.6873	0.2369	0.1267	0.3015	0.7956	0.2429	0.141	0.2937	0.3088	0.3917	0.344	0.1824	0.264	0.3409
IFT88	0.4059	1.3881	0.1692	0.6629	0.0494	0.3111	0.5536	0.1762	0.1881	0.5326	0.346	0.4873	0.9153	0.1062	0.4715	0.578	0.5649	0.1211	0.3713	0.1361
IGBP1	1.0422	0.2714	1.1419	0.5621	1.2799	0.682	0.9306	0.9457	1.2257	1.1101	0.8131	0.7331	1.2811	0.8877	1.0002	0.6645	0.9555	1.157	1.1932	0.6338
IGF1	5.0255	0.6325	3.297	4.2232	3.9384	3.122	2.7604	3.0284	2.3475	2.3635	3.2671	0.2023	2.9176	1.026	3.2409	2.494	1.7476	3.1426	4.3627	1.9592
IGF1R	0.5567	0.4469	1.1382	0.4292	0.5293	0.3407	0.1465	0.1555	0.9956	0.2734	0.5253	1.683	0.1582	0.0361	0.6723	0.503	0.088	0.0893	0.6067	0.6328
IGF2	0.013	0.0128	0.0156	0.0116	0.0164	0.0216	0.0121	0.0122	0.0265	0.0091	0.0103	0.0668	0.0059	0.0124	0.009	0.0206	0.0096	0.0135	0.0651	0.0336
IGF2AS	0.2096	0.2625	0.2023	0.1166	0.1805	0.2087	0.0392	0.227	0.3853	0.3486	0.144	0.4797	0.3267	0.2172	0.0937	0.344	0.1772	0.1001	0.5473	0.1942
IGF2BP1	0.252	0.0373	0.0062	0.0065	0.2003	0.0255	0.0081	0.0077	0.005	0.0071	0.0076	0.0359	0.0208	0.0122	0.1251	0.0188	0.4949	0.0082	0.0552	0.0213
IGF2BP2	2.6592	0.3069	1.744	0.968	2.5499	0.8368	0.5431	0.0787	2.3534	2.2049	1.9753	1.1128	2.1543	0.0174	2.4586	0.5328	1.2673	0.04	2.1524	2.3135
IGF2BP3	0.2989	0.7603	0.4527	0.0078	0.0712	0.3581	0.0157	0.0284	0.1231	0.0654	0.0062	0.6334	0.0763	0.0487	0.5533	0.0357	0.5261	0.1412	0.5735	1.5849
IGF2R	1.5184	1.7208	1.034	1.2925	2.1131	1.7056	0.0442	0.1486	0.2987	0.5596	1.7155	1.204	0.3467	0.1245	0.4769	0.4936	0.773	1.0046	1.5105	0.3927
IGFALS	0.1075	0.1419	0.2304	1.5455	0.3604	1.3332	0.7484	0.227	0.3355	0.952	0.358	0.0836	1.2822	0.8666	0.5411	0.4862	0.4252	0.1627	0.2416	0.7844
IGFBP1	0.0	1.0E-4	0.0	0.0	0.0	1.0E-4	0.0	0.0	2.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4302	0.0	0.0	0.0
IGFBP2	0.7412	0.0212	3.1452	0.0229	3.3499	0.0706	2.3629	0.1296	0.1454	2.6015	1.2452	0.6971	1.2002	0.3522	1.9415	0.2986	0.0482	0.0511	1.2723	1.2419
IGFBP3	0.1697	0.0329	0.2201	0.0304	1.3803	0.0876	0.3152	0.24	0.3984	0.3046	0.0427	1.7537	0.0269	1.9509	0.427	0.7724	0.1176	0.1288	0.1102	0.1476
IGFBP4	0.235	0.6017	0.248	1.9233	0.8481	1.7618	1.2034	0.5113	0.205	0.4771	0.8762	2.5747	1.167	0.4945	0.1823	1.4134	0.0131	1.4086	0.8593	0.8216
IGFBP5	1.1477	0.0265	0.7023	1.1495	3.1557	1.3897	0.7078	0.7507	0.4095	2.2106	1.5436	0.3222	0.5074	0.6713	0.9184	3.4796	0.3428	0.1206	1.872	1.5544
IGFBP6	0.389	0.0663	0.63	0.1212	0.0673	0.072	0.1155	0.1662	0.2173	0.0845	0.2059	0.5895	3.0342	0.2235	0.0472	0.3438	0.0676	0.2429	0.1698	0.1766
IGFBP7	2.225	3.1504	2.2955	3.3262	1.1763	2.8779	3.1878	2.7595	1.905	1.8568	2.2224	3.0078	2.7507	2.318	1.5105	3.5416	2.9323	1.4554	3.1797	1.5413
IGFBPL1	0.2598	0.1519	0.7046	0.6961	1.4655	0.2911	0.8708	0.5999	1.287	0.818	0.1396	0.1595	0.6361	2.888	0.2968	1.0797	1.0357	2.6076	0.285	0.2752
IGFL1	3.7522	3.2671	3.2819	2.2434	0.7184	0.4493	2.5485	3.7427	4.5354	3.1797	2.0003	2.3312	3.4161	1.7087	1.4477	1.7907	1.5686	1.8819	3.7789	2.3169
IGFL2	2.5963	0.6304	2.5251	3.4943	1.7981	3.1756	5.1056	4.3029	5.4972	4.5619	5.2879	2.8513	5.7804	3.9886	3.5651	6.792	2.7281	1.5852	6.2042	3.6286
IGHD	1.4675	1.7488	1.9521	1.0258	0.9568	3.3169	1.2398	1.2629	1.2807	1.864	1.0021	0.9897	1.9765	1.6029	1.1299	1.4176	3.0021	1.1557	1.3712	1.4513
IGHM	4.7378	4.3805	4.4217	4.1144	4.3029	5.8364	4.7378	5.3688	4.3941	4.6757	3.5533	4.4894	4.0674	5.525	4.0543	5.525	5.8757	4.6059	5.153	4.525
